datetime,NO1_label,NO2_label,NO3_label,NO4_label,NO5_label,NO1_pct_hourly_label,NO2_pct_hourly_label,NO3_pct_hourly_label,NO4_pct_hourly_label,NO5_pct_hourly_label,NO1_pct_daily_label,NO2_pct_daily_label,NO3_pct_daily_label,NO4_pct_daily_label,NO5_pct_daily_label
2024-07-01 00:00:00+02:00,0.39956,0.49734,0.33688,0.33688,0.39956,-0.010720740795761241,0.020582380825347357,-0.022175780796470423,-0.022175780796470423,-0.010720740795761241,,,,,
2024-07-01 01:00:00+02:00,0.39785,0.52697,0.32879,0.32879,0.39785,-0.004279707678446432,0.059576949370651944,-0.024014485870339497,-0.024014485870339497,-0.004279707678446432,,,,,
2024-07-01 02:00:00+02:00,0.39683,0.53427,0.32617,0.32617,0.39683,-0.0025637803192156694,0.0138527809932254,-0.007968612184068857,-0.007968612184068857,-0.0025637803192156694,,,,,
2024-07-01 03:00:00+02:00,0.39603,0.52652,0.32879,0.32879,0.39603,-0.0020159766146713443,-0.014505774234001567,0.008032621025845454,0.008032621025845454,-0.0020159766146713443,,,,,
2024-07-01 04:00:00+02:00,0.39797,0.53267,0.34759,0.34759,0.39797,0.00489861879150566,0.01168046797842437,0.057179354603242194,0.057179354603242194,0.00489861879150566,,,,,
2024-07-01 05:00:00+02:00,0.40104,0.57005,0.36959,0.36959,0.40104,0.0077141493077368395,0.07017477988247878,0.06329296009666541,0.06329296009666541,0.0077141493077368395,,,,,
2024-07-01 06:00:00+02:00,0.40948,0.55113,0.38782,0.38782,0.40948,0.021045282266108023,-0.03319007104639937,0.049324927622500736,0.049324927622500736,0.021045282266108023,,,,,
2024-07-01 07:00:00+02:00,0.41529,0.55148,0.39888,0.39888,0.41529,0.014188727166161819,0.0006350588790302591,0.02851838481769886,0.02851838481769886,0.014188727166161819,,,,,
2024-07-01 08:00:00+02:00,0.40822,0.54054,0.40344,0.40344,0.40822,-0.01702424811577441,-0.019837528106186886,0.011432009626955564,0.011432009626955564,-0.01702424811577441,,,,,
2024-07-01 09:00:00+02:00,0.41073,0.5386,0.39774,0.39774,0.41073,0.006148645338297953,-0.003589003589003714,-0.014128494943486114,-0.014128494943486114,0.006148645338297953,,,,,
2024-07-01 10:00:00+02:00,0.4097,0.57039,0.38942,0.38942,0.4097,-0.002507730139020725,0.05902339398440404,-0.02091818776084875,-0.02091818776084875,-0.002507730139020725,,,,,
2024-07-01 11:00:00+02:00,0.41347,0.56869,0.3811,0.3811,0.41347,0.009201855015865235,-0.002980416907729655,-0.021365107082327528,-0.021365107082327528,0.009201855015865235,,,,,
